0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-115,-112,-110,-110,-108,-105,-102,0,0,0,0,0,-100,-100,-98,-100,-100,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-112,-112,-110,-108,-105,-105,-98,-95,-94,-94,-95,-95,-95,-95,-98,-98,-98,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-110,-110,-108,-105,-100,-100,-94,-94,-94,-94,-94,-94,-94,-94,-95,-95,-98,-98,-98,-102,-105,-105,-108,-110,0,0,0
0,0,0,0,0,0,0,-110,-108,-105,-100,-98,-94,-94,-93,-94,-94,-94,-94,-94,-94,-94,-95,-95,-95,-98,-98,-102,-105,-105,-108,0,0,0
0,0,0,0,0,0,0,-110,-108,-105,-105,-94,-94,-93,-93,-93,-93,-94,-94,-94,-94,-94,-94,-95,-95,-95,-98,-98,-102,-105,-105,0,0,0
0,0,0,0,0,0,0,-110,-108,-105,-100,-94,-94,-93,-93,-93,-93,-93,-93,-94,-94,-94,-94,-94,-94,-95,-95,-98,-98,-98,-105,0,0,0
0,0,0,0,0,0,0,-110,-108,-105,-98,-94,-94,-93,-93,-93,-93,-93,-93,-93,-94,-94,-94,-94,-94,-94,-95,-95,-98,-98,-98,0,0,0
0,0,0,0,0,0,0,-110,-110,-105,-98,-94,-94,-93,-92,-92,-93,-93,-93,-93,-93,-94,-94,-94,-94,-94,-94,-95,-98,-98,-102,0,0,0
0,0,0,0,0,0,0,-110,-110,-100,-98,-98,-94,-94,-94,-95,-95,-95,-95,-93,-93,-93,-94,-94,-94,-94,-94,-95,-98,-102,-105,0,0,0
0,0,0,0,0,0,0,-110,-108,-105,-100,-99,-95,-94,0,0,-100,-98,-100,-98,-95,-93,-93,-94,-94,-94,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-108,-105,-102,-100,-96,-95,-95,0,0,0,0,0,0,0,-93,-93,-93,-94,-94,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-106,-102,-98,-96,-94,-91,-91,-91,-91,-91,-92,-92,-92,-92,-93,-93,-93,-93,-94,0,0,-95,-96,-102,-105,-110,0
0,0,0,0,0,0,0,-105,-97,-94,-94,-90,-90,-90,-91,-91,-91,-91,-92,-92,-92,-92,-93,-93,-93,-93,-94,-94,-94,-96,-100,-104,-108,0
0,0,0,0,0,0,0,-102,-95,-94,-89,-90,-90,-90,-90,-91,-91,-91,-91,-92,-92,-92,-92,-93,-93,-93,-93,-94,-94,-96,-102,-105,-108,0
0,0,0,0,0,0,0,-100,-95,-89,-89,-89,-89,-90,-90,-90,-90,-91,-91,-91,-92,-92,-92,-93,-93,-93,-93,-94,-94,-96,-102,-105,-108,0
0,0,0,0,0,0,0,0,0,-88,-88,-89,-89,-89,-90,-90,-90,-90,-91,-91,-91,-92,-92,-92,-93,-93,-93,-93,-94,-96,-100,-106,-110,0
0,0,0,0,0,0,0,0,0,-88,-88,-88,-88,-89,-89,-89,-90,-90,-91,-91,-91,-92,-92,-92,-92,-93,-93,-93,-94,-96,-100,-105,-110,0
0,0,-87,-87,-87,-86,-87,-87,-87,-87,-87,-88,-88,-88,-89,-89,-90,-90,-90,-91,-91,-91,-92,-92,-92,-93,-93,-93,-93,-96,0,0,0,0
0,0,-86,-86,-86,-86,-86,-86,-86,-86,-87,-87,-88,-88,-88,-89,-89,-90,-90,-90,-91,-91,-92,-92,-92,-92,-93,-93,0,0,0,0,0,0
0,0,-85,-85,-85,-85,-85,-85,-85,-86,-86,-87,-87,-88,-88,-88,-89,-89,-90,-90,-91,-91,-91,-92,-92,-92,-93,-93,0,0,0,0,0,0
0,0,-85,-84,-84,-84,-84,-84,-85,-85,-86,-86,-87,-87,-88,-88,-89,-89,-90,-90,-90,-91,-91,-92,-92,-92,-93,-93,0,0,0,0,0,0
0,0,-84,-84,-83,-83,-83,-84,-84,-84,-85,-86,-86,-87,-87,-88,-88,-89,-89,-90,-90,-91,-91,-91,-92,-92,-93,0,0,0,0,0,0,0
0,0,0,0,-82,-82,-82,-83,-83,-84,-84,-85,-86,-86,-87,-88,-88,-89,-89,-90,-90,-91,-91,-91,-92,-92,-92,0,0,0,0,0,0,0
0,0,0,0,-82,-81,-82,-82,-83,-83,-84,-85,-85,-86,-87,-87,-88,-89,-89,-90,-90,-90,-91,-91,-92,-92,-92,-93,0,0,0,0,0,0
0,0,0,0,-81,-81,-81,-81,-82,-83,-84,-84,-85,-86,-87,-87,-88,-88,-89,-89,-90,-90,-91,-91,-92,-92,-92,-93,0,0,0,0,0,0
0,0,0,0,-80,-80,-80,-81,-82,-82,-83,-84,-85,-86,-87,-87,-88,-88,-89,-89,-90,-90,-91,-91,-92,-92,-93,-94,0,0,0,0,0,0
0,0,0,0,0,-80,-80,-81,-81,-82,-83,-84,-85,0,0,-92,-91,-90,-89,-89,-90,-90,-91,-91,-92,-92,-93,-94,0,0,0,0,0,0
0,0,0,0,0,-80,-80,-81,-82,-82,-83,-84,-85,0,0,-94,-93,-93,-92,-91,-91,-90,-91,-91,-92,-93,-94,-95,0,0,0,0,0,0
0,0,0,0,0,-81,-81,-81,-82,-83,-84,-84,-85,0,0,-95,-95,-94,-94,-93,-93,-92,-92,-93,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-81,-82,-82,-83,-83,-84,-85,-85,0,0,-96,-96,-95,-94,-94,-93,-93,-94,-94,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-82,-82,-83,-83,-84,-84,-85,-86,0,0,-100,-98,-97,-96,-94,-96,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
